qitem,label,field,statements,date_of_birth,occupation_names,description
Q83613443,Lillian Nalwoga,Other / unspecified,5,,,
Q137997793,Lina Bangi,Politics & government,5,,politician,Ugandan Politician
Q136814254,Linda Orando,Other / unspecified,5,,,Ugandan writer
Q110397361,Linda Tumusiime,Politics & government,5,,judge,Ugandan judge
Q136089706,Lindah Muzigo,Other sport,5,,netballer,Ugandan netball player
Q133872106,Lydia Nakidde,Other / unspecified,5,,weightlifter,Weight lifter
Q139660716,Margaret Atim Uganda,Media & writing,5,,writer,author
Q136734751,Maria Tendo,Other / unspecified,5,,painter,Ugandan painter
Q138002120,Marim Magumba,Politics & government,5,,politician,Ugandan Politician
Q140127982,Marjorie Nassolo,Media & writing,5,,writer,Ugandan writer and emerging author
Q131401876,Martha Amita,Arts & entertainment,5,,actor,Ugandan Actress
Q133872199,Martha Babirye,Other sport,5,,golfer,Golf player
Q134959423,Mary Astles Senkatuka,Politics & government,5,,politician,Ugandan politician
Q130363587,Mary Namakula,Activism & social work,5,,social worker,Ugandan Food and nutrition security social worker for refugees
Q124629181,Masongole Phoebe,Other / unspecified,5,,reporter,news reporter based in Mbale City in Uganda
Q131402041,Maureen Akii Bua,Arts & entertainment,5,,"fashion designer, model",Ugandan Fashion Designer
Q126457422,Maureen Okidi,Other / unspecified,5,,photographer,Ugandan contemporary artist
Q133872468,Maxi Byenkya,Other sport,5,,golfer,Golfer
Q133887729,Melissa Namuleme,Other / unspecified,5,,field hockey player,Field Hockey player
Q137997977,Mercy Gorreti Atemo,Politics & government,5,,politician,Ugandan Politician
Q139270067,Muhindo Patience,Other / unspecified,5,,,Inventory Manager
Q131278988,Muyimbwa Phiona,Arts & entertainment,5,,actor,Ugandan Actress
Q139996063,Mwenewo Joan,Other / unspecified,5,,,
Q124327469,Nabaasa Innocent,Media & writing,5,,journalist,Ugandan journalist
Q138117047,Nabbanja Hikmah,Other / unspecified,5,,costume designer,Costume Designer
Q139995922,Nabutewa Elovinah Lillian,Other / unspecified,5,,,
Q135426478,Nabwire Shadia,Other sport,5,,boxer,Ugandan Boxer
Q139996072,Nakaggwa Priscilla,Other / unspecified,5,,,
Q140007626,Namulinda Esther,Other / unspecified,5,,,
Q139270058,Nankunda Joy Bimbona,Other / unspecified,5,,,Academic Registrar
Q135426471,Nankya Maria,Other sport,5,,boxer,Ugandan Boxer
Q139784128,Nansubuga Nagadya Isdahl,Media & writing,5,,writer,author
Q138132349,Nanteza Juliet,Politics & government,5,,politician,Ugandan politician
Q139996083,Naomi Akwee,Other / unspecified,5,,,
Q139995969,Nawaya Gloria,Other / unspecified,5,,,
Q137993735,Naziiwa Magret Rujumba,Politics & government,5,,politician,Ugandan politician
Q137356610,Ndagire Valentine,Other / unspecified,5,,,creative artist
Q139996060,Nimungu Doreen,Other / unspecified,5,,,
Q136089487,Nyirambonigaba Barbara,Other sport,5,,netballer,Ugandan Netball Player
Q139604040,Ophelia Kemigisha,Activism & social work,5,,"lawyer, human rights defender",Ugandan lawyer
Q139908337,Orishaba Shallon,Other / unspecified,5,,,
Q133852836,Patra Nasirumbi,Other / unspecified,5,,table tennis player,Table Tennis player
Q110397351,Patricia Basaza Wasswa,Politics & government,5,,judge,Ugandan judge
Q133836436,Patricia Karugaba,Other / unspecified,5,,,Entrepreneur
Q133872451,Phoebe Chandiru,Other sport,5,,golfer,Golfer
Q131438458,Prim Asiimwe,Media & writing,5,,radio personality,Ugandan Radio personality
Q133863491,Priscilla Aber,Other / unspecified,5,,handball player,Ugandan handball player
Q137208675,Priscilla Regina Nalwoga,Media & writing,5,,journalist,Ugandan journalist and talk show host
Q133872398,Prudence Nimukama,Other sport,5,,golfer,Golfer
Q133887765,Racheal Atim,Other / unspecified,5,,field hockey player,Field hockey player
Q137274477,Racheal Kangumba,Other / unspecified,5,,industrial designer,Works in creative design
Q137212041,Racheal Kawala,Other / unspecified,5,,police officer,Police Spokesperson
Q134055992,Rashidah Mutesi,Other / unspecified,5,,pool player,Ugandan pool player
Q140470042,Raya Inell Ba,Other sport,5,,,Ugandan swimmer
Q124331196,Raziah Athman,Media & writing,5,,journalist,journalist in Uganda
Q124663163,Rebecca Nanono,Business & finance,5,,"entrepreneur, founder",Ugandan startup founder
Q133879970,Renee Nassozi Kiggundu,Other sport,5,,,Fencing player
Q133872508,Rita Akot Apell,Other sport,5,,golfer,Golfer
Q133852811,Rita Nakhumitsa,Other / unspecified,5,,table tennis player,Table Tennis player
Q133934048,Rita Nkemba,Activism & social work,5,,social worker,A Uganadan executive Director of Dwelling Places
Q126197518,Ritah Nalukwago,Media & writing,5,,journalist,journalist in Uganda
Q138456243,Ruth Nalwanga Nansubuga,Politics & government,5,,politician,Ugandan politician
Q131406812,Sabrina Agasha,Media & writing,5,,television presenter,Ugandan Media Personality
Q133857495,Sandra Amoli Lona,Other sport,5,,rugby player,Rugby player
Q137997817,Sandra Ewaecabo,Politics & government,5,,politician,Ugandan politician
Q131362670,Sandra Nansambu Kalungi,Arts & entertainment,5,,singer,Ugandan Singer
Q135218453,Sandra Ouma,Other / unspecified,5,,aircraft pilot,First female STEM instructor pilot
Q139836445,Sarah  Nyendwoha Ntiro,Other / unspecified,5,,author,Author
Q124377563,Sarah K. Biryomumaisho,Media & writing,5,,journalist,multimedia journalist in Uganda
Q133857503,Sarah Makanga,Other / unspecified,5,,darts player,Darts Player
Q133460442,Sarah Namuddu,Other / unspecified,5,,assistant coach,Ugandan netball assistant coach
Q133872410,Sarah Nduhukire,Other sport,5,,golfer,Golfer
Q138002081,Sauda Kawuma Alibawo,Politics & government,5,,politician,Ugandan Politician
Q139744110,"Semugooma, Christine Mwogeza",Media & writing,5,,writer,Ugandan author
Q133863536,Shakirah Bako,Other / unspecified,5,,handball player,Hand ball player
Q134984884,Shamirah Majid,Other sport,5,,netballer,Ugandan netball player
Q133852869,Shanita Namaala,Other / unspecified,5,,table tennis player,Table Tennis player
Q134999638,Shanita Wesonga,Other sport,5,,netballer,Ugandan netball player
Q135179322,Shanitah Namugaya,Other sport,5,,netballer,Ugandan netball player
Q126197522,Sharon Muzaki,Media & writing,5,,journalist,journalist in Uganda
Q136324220,Sheena Ruparelia,Other / unspecified,5,1988-12-23T00:00:00Z,,Ugandan businesswoman; director at Meera Investments and the Ruparelia Group
Q131298110,Sheila Lukwanzi,Other / unspecified,5,,fashion designer,Ugandan fashion designer
Q137999650,Sheilah Amanyiyo,Politics & government,5,,politician,Ugandan Politician and Economist
Q124373997,Sheilah Nakabuye,Other / unspecified,5,,freelance journalist,Ugandan freelance journalist
Q106691626,Sophia Gala,Activism & social work,5,,human rights defender,Human Rights Defender
Q135068550,Specioza Namukose,Other sport,5,,netballer,Ugandan netball player
Q139783228,Ssali Nyakaisiki,Other / unspecified,5,,author,Author
Q121289237,Susan Abbo,Politics & government,5,,politician,Ugandan guild president of Makerere University
Q110397355,Susan Abinyo,Politics & government,5,,judge,Ugandan judge
Q131429365,Susan Mujjawa Ananda,Other / unspecified,5,,sign language interpreter,Ugandan sign language interpreter
Q135426400,Swallah Halima,Other sport,5,,boxer,Ugandan Boxer
Q136762063,Sylvia Alinaitwe,Politics & government,5,,politician,Ugandan accountant and politician
Q134285952,Sylvia Kyohairwe Bohibwa,Academia & education,5,,researcher,"Ugandan researcher, social worker and entrepreneur"
Q139617250,Tanghaya Shirlee Irene,Other / unspecified,5,,author,Ugandan Author
Q140007631,Tina Angela Ntulo,Other / unspecified,5,,,
Q139270069,Tukamuhebwa Pross,Other / unspecified,5,,,Administrative Officer
Q139996054,Tumushabe Edith,Other / unspecified,5,,,
Q139908336,Tushemereirwe Judith,Other / unspecified,5,,,
Q133887820,Vanessa Abeja,Other / unspecified,5,,field hockey player,Field hockey player
Q133852773,Vanessa Mutiibwa,Other sport,5,,tennis player,Tennis player
Q133887841,Vero Atima,Other / unspecified,5,,field hockey player,Field hockey player
Q139124430,Victoria Nalule,Academia & education,5,,"lawyer, researcher",Ugandan lawyer and researcher
Q133842531,Viola Asingo,Other sport,5,,netballer,Ugandan netball player
Q139270038,Wandira Linda,Other / unspecified,5,,,University Registrar
Q136823110,Winifred Matsiko Kamuhangi,Politics & government,5,,politician,Ugandan politician
Q133887903,Winnie Alaro,Other / unspecified,5,,field hockey player,Field hockey player
Q133857506,Winnie Osuga,Other / unspecified,5,,darts player,Darts Player
Q139742005,Yudaya Nangonzi,Media & writing,5,,journalist,Ugandan journalist
Q136804720,Zanie Namugenyi,Arts & entertainment,5,,musician,Ugandan Musician
Q134959497,Zoe Bakoko Bakoru,Politics & government,5,,politician,Ugandan politician
Q139740963,nakato branda,Politics & government,5,,politician,Ugandan politician
Q141363734,ಸ್ಸಿನಬುಲ್ಯ ಸಿಲ್ವಿಯಾ ನಾಮಬಿದ್ದೆ,Politics & government,5,1964-12-24T00:00:00Z,politician,ಉಗಾಂಡಾದ ರಾಜಕಾರಣಿ
Q133255499,,Business & finance,5,,entrepreneur,entrepreneur winner of the United Nation's Women in Business Award
Q136682827,,Other / unspecified,5,,environmentalist,Environmental activist
Q136696118,,Other / unspecified,5,,environmentalist,Ugandan environmental activist
Q138341700,,Other / unspecified,5,,"tutor, collagist","Artist, art tutor"
Q136682806,Adong Pamela,Other / unspecified,4,,environmentalist,Environmental Activist
Q136682807,Akello Patricia,Other / unspecified,4,,environmentalist,Environmental Activist
Q136682808,Akello Sarah,Other / unspecified,4,,environmentalist,Environmental Activist
Q130363631,Amina Kizza,Other / unspecified,4,,social worker,Ugandan Medical care and health services for refugees social worker
Q136682686,Aminah Nalubega,Other / unspecified,4,,environmentalist,Environmental Activist
Q136684021,Amuge Rebecca,Other / unspecified,4,,environmentalist,Environmental Activist
Q112067200,Anisha Muhoozi,Other / unspecified,4,,sports executive,Ugandan football executive
Q138706307,Anne Abeja Muhwezi6î,Law,4,,lawyer,Ugandan lawyer and corporate executive
Q125560905,Annet Nakato,Media & writing,4,,journalist,journalist in Uganda
Q136682665,Annet Nandutu,Other / unspecified,4,,environmentalist,Environmental Activist
Q136684022,Apolot Suzan,Other / unspecified,4,,environmentalist,Environmental Activist
Q135232381,Asinah Kabendera,Other sport,4,,netballer,Ugandan netball player
Q136684023,Bakampa Irene,Other / unspecified,4,,environmentalist,Environmental Activist
Q125132602,Barbara Angopa,Media & writing,4,,journalist,journalist in Uganda
Q137357291,Benda Muhangi,Other / unspecified,4,,installation artist,installation artist
Q140230074,Benita Bageire,Business & finance,4,,business executive,Ugandan business executive
Q133460017,Betty Kamya,Politics & government,4,,politician,Ugandan politician
Q125132746,Carol Natukunda,Media & writing,4,,journalist,journalist in Uganda
Q124666169,Caroline Ayugi,Media & writing,4,,journalist,Ugandan journalist
Q125132435,Caroline Nakazibwe,Media & writing,4,,journalist,journalist in Uganda
Q125394854,Catherine Namugerwa,Other / unspecified,4,,broadcast journalist,broadcast journalist in Uganda
Q138508109,Cecilia Alupo Engole,Other / unspecified,4,,,co-Founder and Executive Director of Teso Women Peace Activists (TEWPA) in Uganda
Q118541544,Dorothy Mukasa,Activism & social work,4,,human rights defender,Digital Rights Activist based in Uganda
Q124986312,Dribareo Claudia,Other / unspecified,4,,radio journalist,Ugandan radio journalist
Q125569910,Faridah Bikobere,Media & writing,4,,journalist,journalist in Uganda
Q124666191,Gertrude Uwitware Tumusiime,Media & writing,4,,journalist,Ugandan journalist
Q139717702,Grace Acan,Media & writing,4,,writer,Writer
Q136682587,Grace Aulo Mbabazi,Other / unspecified,4,,,Ugandan Politician
Q133894982,Grace Kyohendo Batenbya,Other / unspecified,4,,professor,professor
Q125132628,Halima Abdallah Kisule,Media & writing,4,,journalist,journalist in Uganda
Q137997952,Hannifah Nyangoma,Politics & government,4,,politician,Ugandan Politician
Q136682833,Harriet Nambatya,Other / unspecified,4,,environmentalist,Ugandan Environmental Activist
Q138456237,Harriet Namubiru Kansiime,Politics & government,4,,politician,Ugandan politician
Q138818946,Immy Candace,Media & writing,4,,television presenter,Ugandan television presenter
Q124666227,Irene Abalo,Other / unspecified,4,,reporter,journalist in Uganda
Q112074659,Irene Kisakye,Other / unspecified,4,,therapist,Ugandan mental health therapist
Q137991089,Jackline Senge,Politics & government,4,,politician,Ugandan politician
Q136682588,Janat Akorimoe Akech,Other / unspecified,4,,,Ugandan Politician
Q137991898,Joan Nabatanzi,Politics & government,4,,politician,Ugandan politician
Q137997896,Joreen Najemba,Politics & government,4,,politician,Ugandan Politician
Q124807639,Josephine Namuloki,Other / unspecified,4,,freelance journalist,freelance journalist in Uganda
Q116603682,Judith Amongi,Other / unspecified,4,,,Uganda politician
Q134703820,Juliet Tumusiime,Business & finance,4,,entrepreneur,Ugandan entrepreneur
Q133864620,Justine Bagyenda,Other / unspecified,4,,,former director of supervision at Bank of Uganda
Q124704688,Justine Muboka,Other / unspecified,4,,radio journalist,radio journalist in Uganda
Q137992355,Katembo Fatuma Kamama,Politics & government,4,,politician,Ugandan politician
Q140232533,Kristina Kasibayo,Law,4,,lawyer,Ugandan lawyer
Q139717754,Kyomuhendo Goretti,Media & writing,4,,writer,Writer
Q133459979,Kyoshaba Martha Twinamasiko,Academia & education,4,,university teacher,"Academic Registrar, Professor and lecturer at Mbarara University of Science and Technology"
Q139660965,Lean Alinda,Media & writing,4,,writer,author
Q133460018,Lidya Namatende,Academia & education,4,,lecturer,Ugandan university lecturer
Q125569921,Lillian Luwedde,Media & writing,4,,journalist,journalist in Uganda
Q133838794,Lillian Musana Onyango,Other / unspecified,4,,chief administrative officer,Entrepreneur
Q140232728,Lyoidah Kiconco,Business & finance,4,,business executive,Ugandan business executive
Q140089916,Margaret Mutembeya Otteskov,Politics & government,4,,diplomat,Ugandan diplomat
Q137990901,Maria Gorreti Ajilo Elogu,Politics & government,4,,politician,Ugandan politician
Q136734750,Maria Naita,Arts & entertainment,4,,artist,Ugandan female artist
Q125132572,Marion Alina,Media & writing,4,,journalist,journalist in Uganda
Q116603645,Marylyn Akello,Other / unspecified,4,,,Ugandan politician
Q131429407,Maureen Naluwooza,Media & writing,4,,television presenter,Ugandan media personality
Q137991986,Milly Natembo,Politics & government,4,,politician,Ugandan politician
Q135218485,Monica Nabakooza,Other / unspecified,4,,aircraft pilot,Flight trainer and youth STEM advocate
Q133460270,Mwagale Racheal,Other / unspecified,4,,director,"Executive Director, Junior Acheivement Uganda"
Q136745826,Nakidde Justine,Academia & education,4,,teacher,mathematics teacher
Q133460321,Nalimu Florence,Academia & education,4,,lecturer,Senior lecturer Pharmacy and pharmaceutical sciences
Q139677946,"Niwemujuni, Cecily Tenywa",Media & writing,4,,writer,Christianity
Q136956346,Nyirahabimana Jean,Other / unspecified,4,,environmentalist,Environmental Activist
Q140723453,Paloma Kirabo,Other sport,4,,,Ugandan swimmer
Q124552560,Pamela Mawanda,Media & writing,4,,journalist,radio journalist in Uganda
Q124546942,Pauline Bangirana,Media & writing,4,,journalist,journalist in Uganda
Q133459968,Peace Diane Bagala,Other / unspecified,4,,sports journalist,Ugandan sports journalist
Q124545067,Precious Naturinda,Media & writing,4,,journalist,Ugandan journalist
Q133463754,Rebecca Kazibwe,Other / unspecified,4,,,Mrs. Kazibwe ‘Mama Becca’ Rebecca (RIP) and Mr. Paul Ssali are the founding members of women football in Uganda.
Q138751345,Robinah Nambooze,Media & writing,4,,television presenter,former television presenter
Q124387927,Sabano Jesca,Media & writing,4,,journalist,Ugandan journalist
Q124387824,Safra Bahumura,Media & writing,4,,journalist,journalist in Uganda
Q138456239,Sarah Atim Amongin,Politics & government,4,,politician,Ugandan politician
Q133825335,Sarah Kasadha,Politics & government,4,,politician,Ugandan politician
Q124569836,Sarah Mawerere,Other / unspecified,4,,broadcast journalist,broadcast journalist
Q124374656,Scovia Atuhaire,Media & writing,4,,journalist,journalist in Uganda
